YEAR,JURISDICTION,LOCATION,AGE_GROUP,METRIC,DETECTION_METHOD,FINES
2023,NSW,Remote Australia,26-39,unlicensed_driving,Police issued,1
2023,NSW,Remote Australia,40-64,unlicensed_driving,Police issued,2
2023,NSW,Very Remote Australia,17-25,unlicensed_driving,Police issued,1
2023,VIC,Inner Regional Australia,17-25,unlicensed_driving,Police issued,34
2023,VIC,Inner Regional Australia,26-39,unlicensed_driving,Police issued,82
2023,VIC,Inner Regional Australia,40-64,unlicensed_driving,Police issued,73
2023,VIC,Inner Regional Australia,65 and over,unlicensed_driving,Police issued,2
2023,VIC,Major Cities of Australia,0-16,unlicensed_driving,Police issued,1
2023,VIC,Major Cities of Australia,17-25,unlicensed_driving,Police issued,142
2023,VIC,Major Cities of Australia,26-39,unlicensed_driving,Police issued,249
2023,VIC,Major Cities of Australia,40-64,unlicensed_driving,Police issued,133
2023,VIC,Major Cities of Australia,65 and over,unlicensed_driving,Police issued,12
2023,VIC,Outer Regional Australia,17-25,unlicensed_driving,Police issued,8
2023,VIC,Outer Regional Australia,26-39,unlicensed_driving,Police issued,22
2023,VIC,Outer Regional Australia,40-64,unlicensed_driving,Police issued,23
2023,VIC,Outer Regional Australia,65 and over,unlicensed_driving,Police issued,2
2023,VIC,Remote Australia,40-64,unlicensed_driving,Police issued,1
2023,ACT,Major Cities of Australia,0-16,unlicensed_driving,Police issued,1
2023,ACT,Major Cities of Australia,17-25,unlicensed_driving,Police issued,4
2023,ACT,Major Cities of Australia,26-39,unlicensed_driving,Police issued,5
2023,ACT,Major Cities of Australia,40-64,unlicensed_driving,Police issued,3
2023,NSW,Inner Regional Australia,17-25,unlicensed_driving,Police issued,34
2023,NSW,Inner Regional Australia,26-39,unlicensed_driving,Police issued,82
2023,NSW,Inner Regional Australia,40-64,unlicensed_driving,Police issued,57
2023,NSW,Inner Regional Australia,65 and over,unlicensed_driving,Police issued,10
2023,NSW,Major Cities of Australia,0-16,unlicensed_driving,Police issued,2
2023,NSW,Major Cities of Australia,17-25,unlicensed_driving,Police issued,116
2023,NSW,Major Cities of Australia,26-39,unlicensed_driving,Police issued,155
2023,NSW,Major Cities of Australia,40-64,unlicensed_driving,Police issued,98
2023,NSW,Major Cities of Australia,65 and over,unlicensed_driving,Police issued,7
2023,NSW,Outer Regional Australia,17-25,unlicensed_driving,Police issued,8
2023,NSW,Outer Regional Australia,26-39,unlicensed_driving,Police issued,16
2023,NSW,Outer Regional Australia,40-64,unlicensed_driving,Police issued,12
2023,NSW,Outer Regional Australia,65 and over,unlicensed_driving,Police issued,1
2023,NSW,Remote Australia,17-25,unlicensed_driving,Police issued,2
2023,NSW,Remote Australia,40-64,unlicensed_driving,Police issued,3
2023,NSW,Very Remote Australia,26-39,unlicensed_driving,Police issued,3
2023,VIC,Inner Regional Australia,0-16,unlicensed_driving,Police issued,2
2023,VIC,Inner Regional Australia,17-25,unlicensed_driving,Police issued,44
2023,VIC,Inner Regional Australia,26-39,unlicensed_driving,Police issued,96
2023,VIC,Inner Regional Australia,40-64,unlicensed_driving,Police issued,63
2023,VIC,Inner Regional Australia,65 and over,unlicensed_driving,Police issued,9
2023,VIC,Major Cities of Australia,0-16,unlicensed_driving,Police issued,1
2023,VIC,Major Cities of Australia,17-25,unlicensed_driving,Police issued,129
2023,VIC,Major Cities of Australia,26-39,unlicensed_driving,Police issued,253
2023,VIC,Major Cities of Australia,40-64,unlicensed_driving,Police issued,122
2023,VIC,Major Cities of Australia,65 and over,unlicensed_driving,Police issued,15
2023,VIC,Outer Regional Australia,0-16,unlicensed_driving,Police issued,1
2023,VIC,Outer Regional Australia,17-25,unlicensed_driving,Police issued,8
2023,VIC,Outer Regional Australia,26-39,unlicensed_driving,Police issued,30
2023,VIC,Outer Regional Australia,40-64,unlicensed_driving,Police issued,19
2023,VIC,Outer Regional Australia,65 and over,unlicensed_driving,Police issued,3
2023,VIC,Remote Australia,40-64,unlicensed_driving,Police issued,1
