YEAR,JURISDICTION,AGE_GROUP,METRIC,DETECTION_METHOD,FINES
2023,NSW,40-64,mobile_phone_use,Police issued,1
2023,NT,40-64,mobile_phone_use,Police issued,5
2023,SA,40-64,mobile_phone_use,Police issued,177
2023,TAS,40-64,mobile_phone_use,Police issued,35
2023,VIC,40-64,mobile_phone_use,Police issued,40
2023,VIC,40-64,mobile_phone_use,Police issued,445
2023,VIC,40-64,mobile_phone_use,Police issued,8
2023,VIC,40-64,mobile_phone_use,Police issued,1
2023,WA,40-64,mobile_phone_use,Police issued,125
2023,ACT,40-64,mobile_phone_use,Police issued,1
2023,NSW,40-64,mobile_phone_use,Police issued,51
2023,NSW,40-64,mobile_phone_use,Police issued,303
2023,NSW,40-64,mobile_phone_use,Police issued,11
2023,NT,40-64,mobile_phone_use,Police issued,5
2023,SA,40-64,mobile_phone_use,Police issued,198
2023,TAS,40-64,mobile_phone_use,Police issued,34
2023,VIC,40-64,mobile_phone_use,Police issued,53
2023,VIC,40-64,mobile_phone_use,Police issued,536
2023,VIC,40-64,mobile_phone_use,Police issued,15
2023,WA,40-64,mobile_phone_use,Police issued,166
2023,ACT,40-64,mobile_phone_use,Police issued,6
2023,NSW,40-64,mobile_phone_use,Police issued,38
2023,NSW,40-64,mobile_phone_use,Police issued,257
2023,NSW,40-64,mobile_phone_use,Police issued,6
2023,NT,40-64,mobile_phone_use,Police issued,3
2023,SA,40-64,mobile_phone_use,Police issued,135
2023,TAS,40-64,mobile_phone_use,Police issued,44
2023,VIC,40-64,mobile_phone_use,Police issued,68
2023,VIC,40-64,mobile_phone_use,Police issued,455
2023,VIC,40-64,mobile_phone_use,Police issued,6
2023,VIC,40-64,mobile_phone_use,Police issued,1
2023,WA,40-64,mobile_phone_use,Police issued,90
2023,ACT,40-64,mobile_phone_use,Police issued,8
2023,NSW,40-64,mobile_phone_use,Police issued,35
2023,NSW,40-64,mobile_phone_use,Police issued,267
2023,NSW,40-64,mobile_phone_use,Police issued,9
2023,NT,40-64,mobile_phone_use,Police issued,3
2023,SA,40-64,mobile_phone_use,Police issued,187
2023,TAS,40-64,mobile_phone_use,Police issued,42
2023,VIC,40-64,mobile_phone_use,Police issued,62
2023,VIC,40-64,mobile_phone_use,Police issued,405
2023,VIC,40-64,mobile_phone_use,Police issued,10
2023,WA,40-64,mobile_phone_use,Police issued,121
2023,ACT,40-64,mobile_phone_use,Police issued,7
2023,NSW,40-64,mobile_phone_use,Police issued,60
2023,NSW,40-64,mobile_phone_use,Police issued,333
2023,NSW,40-64,mobile_phone_use,Police issued,12
2023,NSW,40-64,mobile_phone_use,Police issued,1
2023,NSW,40-64,mobile_phone_use,Police issued,1
2023,NT,40-64,mobile_phone_use,Police issued,6
2023,SA,40-64,mobile_phone_use,Police issued,131
2023,TAS,40-64,mobile_phone_use,Police issued,44
2023,VIC,40-64,mobile_phone_use,Police issued,37
2023,VIC,40-64,mobile_phone_use,Police issued,381
2023,VIC,40-64,mobile_phone_use,Police issued,11
2023,VIC,40-64,mobile_phone_use,Police issued,6
2023,WA,40-64,mobile_phone_use,Police issued,103
2023,ACT,40-64,mobile_phone_use,Police issued,6
2023,NSW,40-64,mobile_phone_use,Police issued,26
2023,NSW,40-64,mobile_phone_use,Police issued,260
2023,NSW,40-64,mobile_phone_use,Police issued,5
2023,NSW,40-64,mobile_phone_use,Police issued,1
2023,NT,40-64,mobile_phone_use,Police issued,4
2023,SA,40-64,mobile_phone_use,Police issued,146
2023,TAS,40-64,mobile_phone_use,Police issued,42
2023,VIC,40-64,mobile_phone_use,Police issued,51
2023,VIC,40-64,mobile_phone_use,Police issued,368
2023,VIC,40-64,mobile_phone_use,Police issued,16
2023,VIC,40-64,mobile_phone_use,Police issued,4
2023,WA,40-64,mobile_phone_use,Police issued,92
2023,ACT,40-64,mobile_phone_use,Police issued,6
2023,NSW,40-64,mobile_phone_use,Police issued,33
2023,NSW,40-64,mobile_phone_use,Police issued,227
2023,NSW,40-64,mobile_phone_use,Police issued,4
2023,NSW,40-64,mobile_phone_use,Police issued,1
2023,NT,40-64,mobile_phone_use,Police issued,10
2023,SA,40-64,mobile_phone_use,Police issued,148
2023,TAS,40-64,mobile_phone_use,Fixed or mobile camera,16
2023,TAS,40-64,mobile_phone_use,Police issued,35
2023,VIC,40-64,mobile_phone_use,Police issued,57
2023,VIC,40-64,mobile_phone_use,Police issued,546
2023,VIC,40-64,mobile_phone_use,Police issued,22
2023,VIC,40-64,mobile_phone_use,Police issued,7
2023,WA,40-64,mobile_phone_use,Police issued,96
2023,ACT,40-64,mobile_phone_use,Police issued,10
2023,NSW,40-64,mobile_phone_use,Police issued,43
2023,NSW,40-64,mobile_phone_use,Police issued,195
2023,NSW,40-64,mobile_phone_use,Police issued,9
2023,NT,40-64,mobile_phone_use,Police issued,2
2023,SA,40-64,mobile_phone_use,Police issued,171
2023,TAS,40-64,mobile_phone_use,Fixed or mobile camera,54
2023,TAS,40-64,mobile_phone_use,Police issued,32
2023,VIC,40-64,mobile_phone_use,Police issued,36
2023,VIC,40-64,mobile_phone_use,Police issued,412
2023,VIC,40-64,mobile_phone_use,Police issued,11
2023,VIC,40-64,mobile_phone_use,Police issued,2
2023,WA,40-64,mobile_phone_use,Police issued,65
2023,ACT,40-64,mobile_phone_use,Police issued,5
2023,NSW,40-64,mobile_phone_use,Police issued,40
2023,NSW,40-64,mobile_phone_use,Police issued,225
2023,NSW,40-64,mobile_phone_use,Police issued,9
2023,NT,40-64,mobile_phone_use,Police issued,5
2023,SA,40-64,mobile_phone_use,Police issued,136
2023,TAS,40-64,mobile_phone_use,Fixed or mobile camera,110
2023,TAS,40-64,mobile_phone_use,Police issued,47
2023,VIC,40-64,mobile_phone_use,Mobile camera,175
2023,VIC,40-64,mobile_phone_use,Police issued,64
2023,VIC,40-64,mobile_phone_use,Mobile camera,1753
2023,VIC,40-64,mobile_phone_use,Police issued,425
2023,VIC,40-64,mobile_phone_use,Police issued,18
2023,VIC,40-64,mobile_phone_use,Mobile camera,21
2023,VIC,40-64,mobile_phone_use,Police issued,1
2023,WA,40-64,mobile_phone_use,Police issued,101
2023,ACT,40-64,mobile_phone_use,Police issued,5
2023,NSW,40-64,mobile_phone_use,Police issued,59
2023,NSW,40-64,mobile_phone_use,Police issued,237
2023,NSW,40-64,mobile_phone_use,Police issued,8
2023,NT,40-64,mobile_phone_use,Police issued,6
2023,SA,40-64,mobile_phone_use,Police issued,139
2023,TAS,40-64,mobile_phone_use,Fixed or mobile camera,146
2023,TAS,40-64,mobile_phone_use,Police issued,50
2023,VIC,40-64,mobile_phone_use,Mobile camera,262
2023,VIC,40-64,mobile_phone_use,Police issued,39
2023,VIC,40-64,mobile_phone_use,Mobile camera,1654
2023,VIC,40-64,mobile_phone_use,Police issued,523
2023,VIC,40-64,mobile_phone_use,Mobile camera,3
2023,VIC,40-64,mobile_phone_use,Police issued,18
2023,VIC,40-64,mobile_phone_use,Mobile camera,77
2023,VIC,40-64,mobile_phone_use,Police issued,2
2023,WA,40-64,mobile_phone_use,Police issued,90
2023,ACT,40-64,mobile_phone_use,Police issued,1
2023,NSW,40-64,mobile_phone_use,Police issued,38
2023,NSW,40-64,mobile_phone_use,Police issued,223
2023,NSW,40-64,mobile_phone_use,Police issued,6
2023,NSW,40-64,mobile_phone_use,Police issued,26
2023,NT,40-64,mobile_phone_use,Police issued,7
2023,SA,40-64,mobile_phone_use,Police issued,120
2023,TAS,40-64,mobile_phone_use,Fixed or mobile camera,48
2023,TAS,40-64,mobile_phone_use,Police issued,30
2023,VIC,40-64,mobile_phone_use,Mobile camera,552
2023,VIC,40-64,mobile_phone_use,Police issued,70
2023,VIC,40-64,mobile_phone_use,Mobile camera,1417
2023,VIC,40-64,mobile_phone_use,Police issued,547
2023,VIC,40-64,mobile_phone_use,Police issued,10
2023,VIC,40-64,mobile_phone_use,Police issued,2
2023,WA,40-64,mobile_phone_use,Police issued,55
2023,NSW,65 and over,mobile_phone_use,Police issued,6
2023,NSW,65 and over,mobile_phone_use,Police issued,31
2023,NSW,65 and over,mobile_phone_use,Police issued,1
2023,NT,65 and over,mobile_phone_use,Police issued,3
2023,SA,65 and over,mobile_phone_use,Police issued,20
2023,TAS,65 and over,mobile_phone_use,Police issued,7
2023,VIC,65 and over,mobile_phone_use,Police issued,7
2023,VIC,65 and over,mobile_phone_use,Police issued,38
2023,VIC,65 and over,mobile_phone_use,Police issued,3
2023,WA,65 and over,mobile_phone_use,Police issued,19
2023,ACT,65 and over,mobile_phone_use,Police issued,1
2023,NSW,65 and over,mobile_phone_use,Police issued,4
2023,NSW,65 and over,mobile_phone_use,Police issued,28
2023,SA,65 and over,mobile_phone_use,Police issued,24
2023,TAS,65 and over,mobile_phone_use,Police issued,5
2023,VIC,65 and over,mobile_phone_use,Police issued,7
2023,VIC,65 and over,mobile_phone_use,Police issued,59
2023,VIC,65 and over,mobile_phone_use,Police issued,2
2023,WA,65 and over,mobile_phone_use,Police issued,19
2023,NSW,65 and over,mobile_phone_use,Police issued,5
2023,NSW,65 and over,mobile_phone_use,Police issued,23
2023,NSW,65 and over,mobile_phone_use,Police issued,2
2023,NT,65 and over,mobile_phone_use,Police issued,0
2023,SA,65 and over,mobile_phone_use,Police issued,34
2023,TAS,65 and over,mobile_phone_use,Police issued,6
2023,VIC,65 and over,mobile_phone_use,Police issued,9
2023,VIC,65 and over,mobile_phone_use,Police issued,59
2023,VIC,65 and over,mobile_phone_use,Police issued,3
2023,WA,65 and over,mobile_phone_use,Police issued,21
2023,ACT,65 and over,mobile_phone_use,Police issued,2
2023,NSW,65 and over,mobile_phone_use,Police issued,5
2023,NSW,65 and over,mobile_phone_use,Police issued,31
2023,NSW,65 and over,mobile_phone_use,Police issued,1
2023,NT,65 and over,mobile_phone_use,Police issued,0
2023,SA,65 and over,mobile_phone_use,Police issued,25
2023,TAS,65 and over,mobile_phone_use,Police issued,4
2023,VIC,65 and over,mobile_phone_use,Police issued,7
2023,VIC,65 and over,mobile_phone_use,Police issued,60
2023,VIC,65 and over,mobile_phone_use,Police issued,1
2023,WA,65 and over,mobile_phone_use,Police issued,12
2023,NSW,65 and over,mobile_phone_use,Police issued,8
2023,NSW,65 and over,mobile_phone_use,Police issued,40
2023,NSW,65 and over,mobile_phone_use,Police issued,1
2023,NT,65 and over,mobile_phone_use,Police issued,1
2023,SA,65 and over,mobile_phone_use,Police issued,20
2023,TAS,65 and over,mobile_phone_use,Police issued,6
2023,VIC,65 and over,mobile_phone_use,Police issued,12
2023,VIC,65 and over,mobile_phone_use,Police issued,42
2023,VIC,65 and over,mobile_phone_use,Police issued,1
2023,WA,65 and over,mobile_phone_use,Police issued,17
2023,NSW,65 and over,mobile_phone_use,Police issued,6
2023,NSW,65 and over,mobile_phone_use,Police issued,24
2023,NSW,65 and over,mobile_phone_use,Police issued,1
2023,NT,65 and over,mobile_phone_use,Police issued,0
2023,SA,65 and over,mobile_phone_use,Police issued,20
2023,TAS,65 and over,mobile_phone_use,Police issued,6
2023,VIC,65 and over,mobile_phone_use,Police issued,4
2023,VIC,65 and over,mobile_phone_use,Police issued,37
2023,VIC,65 and over,mobile_phone_use,Police issued,2
2023,WA,65 and over,mobile_phone_use,Police issued,13
2023,ACT,65 and over,mobile_phone_use,Police issued,1
2023,NSW,65 and over,mobile_phone_use,Police issued,4
2023,NSW,65 and over,mobile_phone_use,Police issued,19
2023,NSW,65 and over,mobile_phone_use,Police issued,2
2023,SA,65 and over,mobile_phone_use,Police issued,18
2023,TAS,65 and over,mobile_phone_use,Police issued,12
2023,VIC,65 and over,mobile_phone_use,Police issued,11
2023,VIC,65 and over,mobile_phone_use,Police issued,55
2023,WA,65 and over,mobile_phone_use,Police issued,10
2023,NSW,65 and over,mobile_phone_use,Police issued,7
2023,NSW,65 and over,mobile_phone_use,Police issued,14
2023,NSW,65 and over,mobile_phone_use,Police issued,3
2023,NT,65 and over,mobile_phone_use,Police issued,2
2023,SA,65 and over,mobile_phone_use,Police issued,29
2023,TAS,65 and over,mobile_phone_use,Police issued,8
2023,VIC,65 and over,mobile_phone_use,Police issued,5
2023,VIC,65 and over,mobile_phone_use,Police issued,51
2023,VIC,65 and over,mobile_phone_use,Police issued,1
2023,WA,65 and over,mobile_phone_use,Police issued,3
2023,ACT,65 and over,mobile_phone_use,Police issued,1
2023,NSW,65 and over,mobile_phone_use,Police issued,5
2023,NSW,65 and over,mobile_phone_use,Police issued,19
2023,NSW,65 and over,mobile_phone_use,Police issued,1
2023,NT,65 and over,mobile_phone_use,Police issued,1
2023,SA,65 and over,mobile_phone_use,Police issued,37
2023,TAS,65 and over,mobile_phone_use,Fixed or mobile camera,6
2023,TAS,65 and over,mobile_phone_use,Police issued,7
2023,VIC,65 and over,mobile_phone_use,Police issued,4
2023,VIC,65 and over,mobile_phone_use,Police issued,47
2023,VIC,65 and over,mobile_phone_use,Police issued,5
2023,WA,65 and over,mobile_phone_use,Police issued,12
2023,NSW,65 and over,mobile_phone_use,Police issued,2
2023,NSW,65 and over,mobile_phone_use,Police issued,15
2023,NSW,65 and over,mobile_phone_use,Police issued,1
2023,NT,65 and over,mobile_phone_use,Police issued,1
2023,SA,65 and over,mobile_phone_use,Police issued,33
2023,TAS,65 and over,mobile_phone_use,Fixed or mobile camera,16
2023,TAS,65 and over,mobile_phone_use,Police issued,5
2023,VIC,65 and over,mobile_phone_use,Mobile camera,27
2023,VIC,65 and over,mobile_phone_use,Police issued,6
2023,VIC,65 and over,mobile_phone_use,Mobile camera,255
2023,VIC,65 and over,mobile_phone_use,Police issued,39
2023,VIC,65 and over,mobile_phone_use,Police issued,5
2023,VIC,65 and over,mobile_phone_use,Mobile camera,3
2023,WA,65 and over,mobile_phone_use,Police issued,10
2023,ACT,65 and over,mobile_phone_use,Police issued,1
2023,NSW,65 and over,mobile_phone_use,Police issued,5
2023,NSW,65 and over,mobile_phone_use,Police issued,28
2023,NT,65 and over,mobile_phone_use,Police issued,1
2023,SA,65 and over,mobile_phone_use,Police issued,21
2023,TAS,65 and over,mobile_phone_use,Fixed or mobile camera,21
2023,TAS,65 and over,mobile_phone_use,Police issued,6
2023,VIC,65 and over,mobile_phone_use,Mobile camera,48
2023,VIC,65 and over,mobile_phone_use,Police issued,1
2023,VIC,65 and over,mobile_phone_use,Mobile camera,247
2023,VIC,65 and over,mobile_phone_use,Police issued,50
2023,VIC,65 and over,mobile_phone_use,Police issued,5
2023,VIC,65 and over,mobile_phone_use,Mobile camera,6
2023,WA,65 and over,mobile_phone_use,Police issued,6
2023,ACT,65 and over,mobile_phone_use,Police issued,1
2023,NSW,65 and over,mobile_phone_use,Police issued,5
2023,NSW,65 and over,mobile_phone_use,Police issued,29
2023,NSW,65 and over,mobile_phone_use,Police issued,1
2023,NSW,65 and over,mobile_phone_use,Police issued,2
2023,NT,65 and over,mobile_phone_use,Police issued,1
2023,SA,65 and over,mobile_phone_use,Police issued,21
2023,TAS,65 and over,mobile_phone_use,Fixed or mobile camera,12
2023,TAS,65 and over,mobile_phone_use,Police issued,7
2023,VIC,65 and over,mobile_phone_use,Mobile camera,95
2023,VIC,65 and over,mobile_phone_use,Police issued,6
2023,VIC,65 and over,mobile_phone_use,Mobile camera,196
2023,VIC,65 and over,mobile_phone_use,Police issued,48
2023,VIC,65 and over,mobile_phone_use,Police issued,3
2023,WA,65 and over,mobile_phone_use,Police issued,5
2023,NSW,Unknown,mobile_phone_use,Fixed or mobile camera,17080
2023,SA,Unknown,mobile_phone_use,Police issued,0
2023,QLD,Unknown,mobile_phone_use,Fixed or mobile camera,77213
2023,QLD,Unknown,mobile_phone_use,Police issued,3079
2023,NSW,Unknown,mobile_phone_use,Fixed or mobile camera,18057
2023,SA,Unknown,mobile_phone_use,Police issued,0
2023,NSW,Unknown,mobile_phone_use,Fixed or mobile camera,20102
2023,SA,Unknown,mobile_phone_use,Police issued,0
2023,VIC,Unknown,mobile_phone_use,Police issued,1
2023,NSW,Unknown,mobile_phone_use,Fixed or mobile camera,16973
2023,SA,Unknown,mobile_phone_use,Police issued,0
2023,VIC,Unknown,mobile_phone_use,Police issued,1
2023,NSW,Unknown,mobile_phone_use,Fixed or mobile camera,19048
2023,SA,Unknown,mobile_phone_use,Police issued,0
2023,VIC,Unknown,mobile_phone_use,Police issued,3
2023,NSW,Unknown,mobile_phone_use,Fixed or mobile camera,16286
2023,SA,Unknown,mobile_phone_use,Police issued,0
2023,NSW,Unknown,mobile_phone_use,Fixed or mobile camera,16377
2023,SA,Unknown,mobile_phone_use,Police issued,0
2023,VIC,Unknown,mobile_phone_use,Mobile camera,150
2023,VIC,Unknown,mobile_phone_use,Mobile camera,3157
2023,VIC,Unknown,mobile_phone_use,Mobile camera,6
2023,VIC,Unknown,mobile_phone_use,Mobile camera,283
2023,NSW,Unknown,mobile_phone_use,Fixed or mobile camera,16242
2023,SA,Unknown,mobile_phone_use,Police issued,0
2023,VIC,Unknown,mobile_phone_use,Mobile camera,295
2023,VIC,Unknown,mobile_phone_use,Police issued,1
2023,VIC,Unknown,mobile_phone_use,Mobile camera,3882
2023,VIC,Unknown,mobile_phone_use,Police issued,1
2023,VIC,Unknown,mobile_phone_use,Mobile camera,560
2023,NSW,Unknown,mobile_phone_use,Fixed or mobile camera,16198
2023,SA,Unknown,mobile_phone_use,Police issued,0
2023,VIC,Unknown,mobile_phone_use,Mobile camera,274
2023,VIC,Unknown,mobile_phone_use,Mobile camera,4933
2023,VIC,Unknown,mobile_phone_use,Police issued,1
2023,NSW,Unknown,mobile_phone_use,Fixed or mobile camera,15740
2023,SA,Unknown,mobile_phone_use,Police issued,0
2023,VIC,Unknown,mobile_phone_use,Mobile camera,329
2023,VIC,Unknown,mobile_phone_use,Mobile camera,1786
2023,VIC,Unknown,mobile_phone_use,Mobile camera,8
2023,NSW,Unknown,mobile_phone_use,Fixed or mobile camera,15466
2023,SA,Unknown,mobile_phone_use,Police issued,0
2023,VIC,Unknown,mobile_phone_use,Mobile camera,142
2023,VIC,Unknown,mobile_phone_use,Mobile camera,1194
2023,VIC,Unknown,mobile_phone_use,Mobile camera,2
2023,VIC,Unknown,mobile_phone_use,Mobile camera,32
2023,NSW,Unknown,mobile_phone_use,Fixed or mobile camera,15188
2023,SA,Unknown,mobile_phone_use,Police issued,0
2023,VIC,Unknown,mobile_phone_use,Mobile camera,308
2023,VIC,Unknown,mobile_phone_use,Mobile camera,855
